[pattern]	lhsText	rhsText	w	gsw	meanSim	greedySim	phrasePair	notSure	isInWordnet	extentionLevel	pairIndex	text	hypothesis	lhsDrs	rhsDrs
[vnnn--vnn]	man-n-2 in-r-3 big-a-5 city-n-6 holding-v-8 sign-n-10	homeless-a-2 man-n-3 putting-v-5 down-r-6 sign-n-8	0.0	0.0	0.856202	0.856202	hold-vb dobj-#1# sign-nn #1# nsubj-#2# man-nn pmod-#3# in-in pobj-#4# big-jj amod-#5# city-nn #5# #4# #3# #2# : put-vb nsubj-#1# homeless-jj amod-#2# man-nn #2# #1# dobj-#3# sign-nn #3#	1	Phrasal	1	3217	a man in a big city is holding a sign and begging for money	a homeless man is putting down a sign and refusing some charity	drs([[]:x201,[]:x103,[]:x102,[]:x103,[]:x102,[]:x101,[]:x201,[]:x201,[]:x101,[]:x101,[]:x102],[[]:rel(x201,x103,patient,0),[3300006]:pred(x102,city,n,0),[3300010]:pred(x103,sign,n,0),[3300005]:pred(x102,big,a,0),[3300002]:pred(x101,man,n,0),[3300008]:pred(x201,hold,v,0),[]:rel(x201,x101,agent,0),[3300003]:rel(x101,x102,in,0)])	drs([[]:x103,[]:X101,[]:X201,[]:x103,[]:X101,[]:X201,[]:X201,[]:X201,[]:X101],[[3400008]:pred(x103,sign,n,0),[3400003]:pred(X101,man,n,0),[]:rel(X201,x103,patient,0),[3400002]:pred(X101,homeless,a,0),[3400005]:pred(X201,put,v,0),[3400006]:pred(X201,down,r,0),[]:rel(X201,X101,agent,0)])
[vnnn--vnn]	man-n-2 in-r-3 big-a-5 city-n-6 begging-v-12 for-r-13 money-n-14	homeless-a-2 man-n-3 refusing-v-10 charity-n-12	0.0	0.0	0.764487	0.795193	man-nn pmod-#1# in-in pobj-#2# big-jj amod-#3# city-nn #3# #2# #1# : homeless-jj amod-#1# man-nn #1#	1	Phrasal	1	3217	a man in a big city is holding a sign and begging for money	a homeless man is putting down a sign and refusing some charity	drs([[]:x105,[]:x106,[]:x202,[]:x202,[]:x106,[]:x104,[]:x202,[]:x104,[]:x105,[]:x104,[]:x105],[[3300006]:pred(x105,city,n,0),[3300014]:pred(x106,money,n,0),[3300012]:pred(x202,beg,v,0),[3300013]:rel(x202,x106,for,0),[3300002]:pred(x104,man,n,0),[]:rel(x202,x104,agent,0),[3300005]:pred(x105,big,a,0),[3300003]:rel(x104,x105,in,0)])	drs([[]:X202,[]:x104,[]:X104,[]:X202,[]:x104,[]:X202,[]:X104,[]:x104],[[]:rel(X202,x104,agent,0),[3400012]:pred(X104,charity,n,0),[3400010]:pred(X202,refuse,v,0),[3400003]:pred(x104,man,n,0),[]:rel(X202,X104,patient,0),[3400002]:pred(x104,homeless,a,0)])
[n--nn]	sign-n-8	charity-n-9 work-n-10	0.0	0.0	0.713832	0.694385	sign-nn : work-nn	1	Phrasal	1	3218	a homeless man is holding up a sign and is begging for money	a man in a small city is doing charity work	drs([[]:x102],[[3500008]:pred(x102,sign,n,0)])	drs([[]:xir,[]:x102,[]:xir,[]:x102],[[3600009]:pred(xir,charity,n,0),[]:rel(x102,xir,of,0),[3600010]:pred(x102,work,n,0)])
[n--nn]	homeless-a-2 man-n-3	man-n-2 in-r-3 small-a-5 city-n-6	0.0	0.0	0.752527	0.752527	homeless-jj amod-#1# man-nn #1# : man-nn pmod-#1# in-in pobj-#2# small-jj amod-#3# city-nn #3# #2# #1#	1	Phrasal	1	3218	a homeless man is holding up a sign and is begging for money	a man in a small city is doing charity work	drs([[]:x101,[]:x101],[[3500003]:pred(x101,man,n,0),[3500002]:pred(x101,homeless,a,0)])	drs([[]:xir,[]:x101,[]:xir,[]:x101,[]:xir],[[3600005]:pred(xir,small,a,0),[3600002]:pred(x101,man,n,0),[3600006]:pred(xir,city,n,0),[3600003]:rel(x101,xir,in,0)])
[v--v]	holding-v-5 up-r-6	doing-v-8	0.0	0.0	0.668804	0.668804	hold-vb : do-vb	1	Phrasal	1	3218	a homeless man is holding up a sign and is begging for money	a man in a small city is doing charity work	drs([[]:x201,[]:x201],[[3500005]:pred(x201,hold,v,0),[3500006]:pred(x201,up,r,0)])	drs([[]:x201],[[3600008]:pred(x201,do,v,0)])
[vnnr--rnnn]	dog-n-2 chasing-v-4 in-r-10 grass-n-12	chasing-n-8 by-r-9 dog-n-11 in-r-12 grass-n-14	1.0	1.0	0.88281	0.917768	chase-vb nsubj-#1# dog-nn #1# : chase-vb dobj-#1# by-in pobj-#2# dog-nn pmod-#3# in-in pobj-#4# grass-nn #4# #3# #2# #1#	0	Phrasal	1	3219	a dog is chasing the tail of an animal in the grass	the tail of an animal is being chasing by a dog in the grass	drs([[]:x201,[]:x101,[]:x201,[]:x104,[]:x201,[]:x102,[]:x104,[]:x201,[]:x101],[[3700004]:pred(x201,chase,v,0),[3700002]:pred(x101,dog,n,0),[3700010]:rel(x201,x104,in,0),[]:rel(x201,x102,patient,0),[3700012]:pred(x104,grass,n,0),[]:rel(x201,x101,agent,0)])	drs([[]:x201,[]:x104,[]:xir,[]:x101,[]:x101,[]:x101,[]:x104],[[3800008]:pred(x201,chasing,n,0),[3800014]:pred(x104,grass,n,0),[3800009]:rel(xir,x101,by,0),[3800011]:pred(x101,dog,n,0),[3800012]:rel(x101,x104,in,0)])
[vn--vn]	walking-v-4 away-r-5 from-r-6 tail-n-8	chasing-v-4 tail-n-6	0.0	0.0	0.810412	0.9276	walk-vb dobj-#1# from-in pobj-#2# tail-nn #2# #1# : chase-vb dobj-#1# tail-nn #1#	0	Phrasal	1	3220	a dog is walking away from the tail of an animal in the grass	a dog is chasing the tail of an animal in the grass	drs([[]:x201,[]:x201,[]:x201,[]:x102,[]:x102],[[3900004]:pred(x201,walk,v,0),[3900005]:pred(x201,away,r,0),[3900006]:rel(x201,x102,from,0),[3900008]:pred(x102,tail,n,0)])	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[4000004]:pred(x201,chase,v,0),[]:rel(x201,x102,patient,0),[4000006]:pred(x102,tail,n,0)])
[vnn--rnn]	small-a-2 dog-n-3 chasing-v-5 large-a-7 brown-a-8 cow-n-9	by-r-9 dog-n-11 in-r-12 grass-n-14	0.0	0.0	0.800308	0.800308	chase-vb nsubj-#1# small-jj amod-#2# dog-nn #2# #1# dobj-#3# large-jj amod-#4# brown-jj amod-#5# cow-nn #5# #4# #3# : by-in pobj-#1# dog-nn pmod-#2# in-in pobj-#3# grass-nn #3# #2# #1#	1	Phrasal	1	3221	a small dog is chasing a large brown cow	the tail of an animal is being chasing by a dog in the grass	drs([[]:x101,[]:x102,[]:x102,[]:x201,[]:x201,[]:x102,[]:x102,[]:x201,[]:x101,[]:x101],[[4100002]:pred(x101,small,a,0),[4100007]:pred(x102,large,a,0),[4100008]:pred(x102,brown,a,0),[4100005]:pred(x201,chase,v,0),[]:rel(x201,x102,patient,0),[4100009]:pred(x102,cow,n,0),[]:rel(x201,x101,agent,0),[4100003]:pred(x101,dog,n,0)])	drs([[]:x101,[]:X104,[]:x101,[]:X104,[]:xir,[]:x101],[[4200011]:pred(x101,dog,n,0),[4200014]:pred(X104,grass,n,0),[4200012]:rel(x101,X104,in,0),[4200009]:rel(xir,x101,by,0)])
[vn--vnn]	chasing-v-5 large-a-7 brown-a-8 cow-n-9	walking-v-4 away-r-5 from-r-6 tail-n-8 of-r-9 animal-n-11 in-r-12 grass-n-14	0.0	0.0	0.888836	0.833873	chase-vb dobj-#1# large-jj amod-#2# brown-jj amod-#3# cow-nn #3# #2# #1# : walk-vb dobj-#1# from-in pobj-#2# tail-nn pmod-#3# of-in pobj-#4# animal-nn pmod-#5# in-in pobj-#6# grass-nn #6# #5# #4# #3# #2# #1#	0	Phrasal	1	3222	a small dog is chasing a large brown cow	a dog is walking away from the tail of an animal in the grass	drs([[]:x201,[]:x102,[]:x201,[]:x102,[]:x102,[]:x102],[[4300005]:pred(x201,chase,v,0),[4300009]:pred(x102,cow,n,0),[]:rel(x201,x102,patient,0),[4300007]:pred(x102,large,a,0),[4300008]:pred(x102,brown,a,0)])	drs([[]:X104,[]:x201,[]:x201,[]:x102,[]:x201,[]:x201,[]:x201,[]:x102,[]:x201,[]:X104,[]:x201],[[4400014]:pred(X104,grass,n,0),[4400005]:pred(x201,away,r,0),[4400009]:rel(x201,x102,of,0),[4400006]:rel(x201,x201,from,0),[4400008]:pred(x201,tail,n,0),[4400011]:pred(x102,animal,n,0),[4400012]:rel(x201,X104,in,0),[4400004]:pred(x201,walk,v,0)])
[n--n]	dog-n-2	small-a-4 dog-n-5	0.0	0.0	0.555419	0.555419	dog-nn : small-jj amod-#1# dog-nn #1#	1	Phrasal	1	3223	a dog is chasing the tail of an animal in the grass	there is no small dog chasing a large brown cow	drs([[]:x101],[[4600002]:pred(x101,dog,n,0)])	drs([[]:x101,[]:x101],[[4500005]:pred(x101,dog,n,0),[4500004]:pred(x101,small,a,0)])
[nn--n]	tail-n-6 of-r-7 animal-n-9	large-a-8 brown-a-9 cow-n-10	0.0	0.0	0.353801	0.353801	tail-nn pmod-#1# of-in pobj-#2# animal-nn #2# #1# : large-jj amod-#1# brown-jj amod-#2# cow-nn #2# #1#	1	Phrasal	1	3223	a dog is chasing the tail of an animal in the grass	there is no small dog chasing a large brown cow	drs([[]:x102,[]:x103,[]:x102,[]:x103],[[4600006]:pred(x102,tail,n,0),[4600009]:pred(x103,animal,n,0),[4600007]:rel(x102,x103,of,0)])	drs([[]:x102,[]:x102,[]:x102],[[4500009]:pred(x102,brown,a,0),[4500008]:pred(x102,large,a,0),[4500010]:pred(x102,cow,n,0)])
[vnn--nn]	child-n-3 splashing-v-5 in-r-6 water-n-8	child-n-5 splashing-n-6 in-r-7 water-n-9	1.0	1.0	0.634051	0.81195	splash-vb dobj-#1# in-in pobj-#2# water-nn #2# #1# nsubj-#3# child-nn #3# : splash-vb dobj-#1# in-in pobj-#2# water-nn #2# #1#	0	Phrasal	1	3225	a young child is splashing in the water	there is no young child splashing in the water	drs([[]:x102,[]:x101,[]:x201,[]:x102,[]:x201,[]:x201,[]:x101],[[4900008]:pred(x102,water,n,0),[4900003]:pred(x101,child,n,0),[4900006]:rel(x201,x102,in,0),[4900005]:pred(x201,splash,v,0),[]:rel(x201,x101,agent,0)])	drs([[]:x102,[]:x101,[]:x101,[]:x101,[]:x101,[]:x101,[]:x102],[[5000009]:pred(x102,water,n,0),[]:rel(x101,x101,of,0),[5000005]:pred(x101,child,n,0),[5000006]:pred(x101,splash,n,0),[5000007]:rel(x101,x102,in,0)])
[vnn--v]	watering-v-5 plant-n-7 with-r-8 splashes-n-9	splashing-v-5 in-r-6 water-n-8	0.0	0.0	0.676427	0.676427	water-vb dobj-#1# with-in pobj-#2# splash-nn #2# #1# dobj-#3# plant-nn #3# : splash-vb dobj-#1# in-in pobj-#2# water-nn #2# #1#	0	Phrasal	1	3226	a young child is watering a plant with splashes	a young child is splashing in the water	drs([[]:x102,[]:x201,[]:x102,[]:x103,[]:x201,[]:x102,[]:x103],[[5100007]:pred(x102,plant,n,0),[5100005]:pred(x201,water,v,0),[5100008]:rel(x102,x103,with,0),[]:rel(x201,x102,patient,0),[5100009]:pred(x103,splash,n,0)])	drs([[]:x201,[]:x201,[]:x201,[]:x201],[[5200005]:pred(x201,splash,v,0),[5200008]:pred(x201,water,n,0),[5200006]:rel(x201,x201,in,0)])
[vnn--n]	small-a-2 guided-v-12 person-n-15	young-a-2	0.0	0.0	0.755714	0.717237	guide-vb : young-jj	1	Phrasal	1	3227	the small child is wading through the water and is being guided by another person	a young child is watering a plant with splashes	drs([[]:x101,[]:x104,[]:x202,[]:x104,[]:x202,[]:x101,[]:x202],[[5300002]:pred(x101,small,a,0),[5300015]:pred(x104,person,n,0),[]:rel(x202,x104,agent,0),[]:rel(x202,x101,patient,0),[5300012]:pred(x202,guide,v,0)])	drs([[]:x101],[[5400002]:pred(x101,young,a,0)])
[vn--vnn]	wading-v-5 through-r-6 water-n-8	watering-v-5 plant-n-7 with-r-8 splashes-n-9	0.0	0.0	-1	-1	#FAIL#	1	Phrasal	1	3227	the small child is wading through the water and is being guided by another person	a young child is watering a plant with splashes	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[5300005]:pred(x201,wade,v,0),[5300006]:rel(x201,x102,through,0),[5300008]:pred(x102,water,n,0)])	drs([[]:X102,[]:x201,[]:X102,[]:x201,[]:X103,[]:X102,[]:X103],[[5400007]:pred(X102,plant,n,0),[]:rel(x201,X102,patient,0),[5400005]:pred(x201,water,v,0),[5400009]:pred(X103,splash,n,0),[5400008]:rel(X102,X103,with,0)])
[vnn--n]	small-a-2 guided-v-12 person-n-15	young-a-2	0.0	0.0	0.755714	0.717237	guide-vb : young-jj	1	Phrasal	1	3228	the small child is wading through the water and is being guided by another person	a young child is splashing in the water	drs([[]:x104,[]:x202,[]:x202,[]:x104,[]:x202,[]:x101,[]:x101],[[5500015]:pred(x104,person,n,0),[5500012]:pred(x202,guide,v,0),[]:rel(x202,x104,agent,0),[]:rel(x202,x101,patient,0),[5500002]:pred(x101,small,a,0)])	drs([[]:x101],[[5600002]:pred(x101,young,a,0)])
[vn--vn]	wading-v-5 through-r-6 water-n-8	splashing-v-5 in-r-6 water-n-8	0.0	0.0	-1	-1	#FAIL#	1	Phrasal	1	3228	the small child is wading through the water and is being guided by another person	a young child is splashing in the water	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[5500005]:pred(x201,wade,v,0),[5500006]:rel(x201,x102,through,0),[5500008]:pred(x102,water,n,0)])	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[5600005]:pred(x201,splash,v,0),[5600006]:rel(x201,x102,in,0),[5600008]:pred(x102,water,n,0)])
[vn--vn]	looking-v-4 curiously-r-5 at-r-6 man-n-8	wearing-v-10 light-a-11 colored-a-12 shirts-n-13	0.0	0.0	0.767916	0.814345	look-vb dobj-#1# at-in pobj-#2# man-nn #2# #1# : wear-vb dobj-#1# color-vb amod-#2# light-jj amod-#3# shirt-nn #3# #2# #1#	1	Phrasal	1	3230	a woman is looking curiously at a man	a man and a woman are outside and are wearing light colored shirts	drs([[]:x201,[]:x201,[]:x201,[]:x102,[]:x102],[[5900004]:pred(x201,look,v,0),[5900005]:pred(x201,curiously,r,0),[5900006]:rel(x201,x102,at,0),[5900008]:pred(x102,man,n,0)])	drs([[]:x201,[]:x102,[]:x102,[]:x201,[]:x102,[]:x102],[[]:rel(x201,x102,patient,0),[6000013]:pred(x102,shirt,n,0),[6000010]:pred(x201,wear,v,0),[6000011]:pred(x102,light,a,0),[6000012]:pred(x102,colored,a,0)])
[n--nn]	woman-n-2	man-n-2 woman-n-5	0.0	0.0	0.97154	1	woman-nn : woman-nn	1	Phrasal	1	3230	a woman is looking curiously at a man	a man and a woman are outside and are wearing light colored shirts	drs([[]:x101],[[5900002]:pred(x101,woman,n,0)])	drs([[]:x101,[]:x101,[]:X105,[]:x101,[]:x101,[]:X105,[]:x101],[[]:rel(x101,x101,subset_of,1),[]:rel(X105,x101,subset_of,1),[]:pred(x101,group_head,r,0),[6000002]:pred(X105,man,n,0),[6000005]:pred(x101,woman,n,0)])
[vnn--nvrnnn]	man-n-2 curiously-r-5 looked-v-6 at-r-7 woman-n-10	man-n-2 woman-n-5 in-r-7 beige-n-9 room-n-10 wearing-v-12 dark-a-13 shirts-n-15	0.0	0.0	0.941578	1, 1, 0.732624, 0.649163	man-nn : man-nn, woman-nn : woman-nn, look-vb dobj-#1# at-in #1# : in-in pobj-#1# beige-jj amod-#2# room-nn #2# #1#, curiously-rb : wear-vb amod-#1# dark-jj amod-#2# shirt-nn #2# #1#	1	Phrasal	1	3231	a man is being curiously looked at by a woman	a man and a woman are in a beige room , wearing dark colored shirts and a monitor is in the background	drs([[]:x201,[]:x201,[]:x201,[]:x101,[]:x102,[]:x101],[[6100005]:pred(x201,curiously,r,0),[6100006]:pred(x201,look,v,0),[6100007]:rel(x201,x101,at,0),[6100010]:pred(x102,woman,n,0),[6100002]:pred(x101,man,n,0)])	drs([[]:x201,[]:X107,[]:X106,[]:X107,[]:xir,[]:x102,[]:x102,[]:x102,[]:X106,[]:x102,[]:xir,[]:x101,[]:xir,[]:x101,[]:X107,[]:x102,[]:xir,[]:X107,[]:xir,[]:x201],[[]:rel(x201,X107,patient,0),[6200009]:pred(X106,beige,n,0),[6200013]:pred(X107,dark,a,0),[6200007]:rel(xir,x102,in,0),[6200005]:pred(x102,woman,n,0),[]:rel(x102,X106,of,0),[]:rel(x102,xir,subset_of,1),[]:rel(x101,xir,subset_of,1),[6200002]:pred(x101,man,n,0),[6200015]:pred(X107,shirt,n,0),[6200010]:pred(x102,room,n,0),[]:rel(xir,X107,patient,0),[]:pred(xir,group_head,r,0),[6200012]:pred(x201,wear,v,0)])
[vnn--nvrnnn]	woman-n-2 ignoring-v-4 man-n-6	man-n-2 woman-n-5 in-r-7 beige-n-9 room-n-10 wearing-v-12 dark-a-13 shirts-n-15	0.0	0.0	0.240934	0.505901	ignore-vb nsubj-#1# woman-nn #1# dobj-#2# man-nn #2# : in-in pobj-#1# beige-jj amod-#2# room-nn #2# #1#	1	Phrasal	1	3232	a woman is ignoring a man	a man and a woman are in a beige room , wearing dark colored shirts and a monitor is in the background	drs([[]:x201,[]:x201,[]:x102,[]:x102,[]:x101],[[6300004]:pred(x201,ignore,v,0),[]:rel(x201,x102,patient,0),[6300006]:pred(x102,man,n,0),[6300002]:pred(x101,woman,n,0)])	drs([[]:x101,[]:X106,[]:x201,[]:X107,[]:xir,[]:x101,[]:x201,[]:x101,[]:x102,[]:x101,[]:x102,[]:xir,[]:x101,[]:xir,[]:X107,[]:xir,[]:X107,[]:xir,[]:X106,[]:X107],[[]:rel(x101,X106,of,0),[]:rel(x201,X107,patient,0),[6400007]:rel(xir,x101,in,0),[6400012]:pred(x201,wear,v,0),[6400010]:pred(x101,room,n,0),[6400002]:pred(x102,man,n,0),[6400005]:pred(x101,woman,n,0),[]:rel(x102,xir,subset_of,1),[]:rel(x101,xir,subset_of,1),[6400015]:pred(X107,shirt,n,0),[]:rel(xir,X107,patient,0),[]:pred(xir,group_head,r,0),[6400009]:pred(X106,beige,n,0),[6400013]:pred(X107,dark,a,0)])
[vnn--nvrnnn]	woman-n-2 looking-v-4 curiously-r-5 at-r-6 man-n-8	man-n-2 woman-n-5 in-r-7 beige-n-9 room-n-10 wearing-v-12 dark-a-13 shirts-n-15	0.0	0.0	0.697894	0.72137, 0.565262	curiously-rb : man-nn, look-vb nsubj-#1# woman-nn #1# dobj-#2# at-in pobj-#3# man-nn #3# #2# : in-in pobj-#1# beige-jj amod-#2# room-nn #2# #1#	1	Phrasal	1	3233	a woman is looking curiously at a man	a man and a woman are in a beige room , wearing dark colored shirts and a monitor is in the background	drs([[]:x102,[]:x201,[]:x201,[]:x102,[]:x101,[]:x201],[[6500008]:pred(x102,man,n,0),[6500004]:pred(x201,look,v,0),[6500006]:rel(x201,x102,at,0),[6500002]:pred(x101,woman,n,0),[6500005]:pred(x201,curiously,r,0)])	drs([[]:x101,[]:X106,[]:x201,[]:X107,[]:X107,[]:x201,[]:x102,[]:xir,[]:X107,[]:x101,[]:xir,[]:X106,[]:x102,[]:xir,[]:X107,[]:x101,[]:xir,[]:x101,[]:xir,[]:x101],[[]:rel(x101,X106,of,0),[]:rel(x201,X107,patient,0),[6600013]:pred(X107,dark,a,0),[6600012]:pred(x201,wear,v,0),[]:rel(x102,xir,subset_of,1),[6600015]:pred(X107,shirt,n,0),[]:rel(x101,xir,subset_of,1),[6600009]:pred(X106,beige,n,0),[6600002]:pred(x102,man,n,0),[]:rel(xir,X107,patient,0),[6600010]:pred(x101,room,n,0),[]:pred(xir,group_head,r,0),[6600005]:pred(x101,woman,n,0),[6600007]:rel(xir,x101,in,0)])
[v--v]	looking-v-5 closely-r-6	staring-v-5 attentively-r-6	1.0	1.0	0.697064	0.839897, 0.389629	look-vb : stare-vb, closely-rb : attentively-rb	0	Phrasal	1	3235	a brown dog is looking closely at a brown and white dog	a brown dog is staring attentively at a brown and white dog	drs([[]:x201,[]:x201],[[6900005]:pred(x201,look,v,0),[6900006]:pred(x201,closely,r,0)])	drs([[]:x201,[]:x201],[[7000005]:pred(x201,stare,v,0),[7000006]:pred(x201,attentively,r,0)])
[n--n]	brown-a-2	little-a-2	0.0	0.0	0.855093	0.855093	brown-jj : little-jj	1	NotInWN	1	3236	a brown dog is staring attentively at a brown and white dog	the little dog is grabbing the bedroom slipper with its mouth funnily	drs([[]:x101],[[7100002]:pred(x101,brown,a,0)])	drs([[]:x101],[[7200002]:pred(x101,little,a,0)])
[nnvr--vnnn]	dog-n-3 staring-v-5 attentively-r-6 at-r-7 brown-n-9 white-a-11	grabbing-v-5 bedroom-n-7 slipper-n-8 with-r-9 its-n-10 mouth-n-11 funnily-r-12	0.0	0.0	0.665467	0.79487, 0.66483, 0.0876098	attentively-rb : funnily-rb, white-jj : bedroom-nn, brown-jj : grab-vb dobj-#1# slipper-nn #1# dobj-#2# with-in pobj-#3# mouth-nn #3# #2#	1	Phrasal	1	3236	a brown dog is staring attentively at a brown and white dog	the little dog is grabbing the bedroom slipper with its mouth funnily	drs([[]:x104,[]:x102,[]:x201,[]:x102,[]:x104,[]:x103,[]:x104,[]:x102,[]:x201,[]:x201,[]:x103,[]:x102],[[7100003]:pred(x104,dog,n,0),[]:pred(x102,group_head,r,0),[7100007]:rel(x201,x102,at,0),[7100011]:pred(x104,white,a,0),[7100009]:pred(x103,brown,n,0),[]:rel(x104,x102,subset_of,1),[7100005]:pred(x201,stare,v,0),[7100006]:pred(x201,attentively,r,0),[]:rel(x103,x102,subset_of,1)])	drs([[]:X102,[]:X102,[]:x201,[]:X102,[]:X102,[]:X103,[]:x201,[]:X104,[]:X102,[]:x201,[]:X102,[]:X104,[]:X103,[]:X104],[[7200010]:pred(X102,thing,n,12),[7200008]:pred(X102,slipper,n,0),[]:rel(x201,X102,patient,0),[]:rel(X102,X103,of,0),[7200012]:pred(x201,funnily,r,0),[]:rel(X104,X102,of,0),[7200005]:pred(x201,grab,v,0),[7200009]:rel(X102,X104,with,0),[7200007]:pred(X103,bedroom,n,0),[7200011]:pred(X104,mouth,n,0)])
[n--n]	brown-a-2	little-a-2	0.0	0.0	0.855093	0.855093	brown-jj : little-jj	1	NotInWN	1	3237	a brown dog is staring attentively at a brown and white dog	the little dog is dropping the bedroom slipper from its mouth	drs([[]:x101],[[7300002]:pred(x101,brown,a,0)])	drs([[]:x101],[[7400002]:pred(x101,little,a,0)])
[nnvr--vnnn]	dog-n-3 staring-v-5 attentively-r-6 at-r-7 brown-n-9 white-a-11	dropping-v-5 bedroom-n-7 slipper-n-8 from-r-9 its-n-10 mouth-n-11	0.0	0.0	0.545669	0.66483, 0.527908	white-jj : bedroom-nn, attentively-rb : drop-vb dobj-#1# slipper-nn #1# dobj-#2# from-in pobj-#3# mouth-nn #3# #2#	1	Phrasal	1	3237	a brown dog is staring attentively at a brown and white dog	the little dog is dropping the bedroom slipper from its mouth	drs([[]:x201,[]:x102,[]:x104,[]:x102,[]:x103,[]:x104,[]:x102,[]:x201,[]:x201,[]:x104,[]:x103,[]:x102],[[7300007]:rel(x201,x102,at,0),[7300003]:pred(x104,dog,n,0),[]:pred(x102,group_head,r,0),[7300009]:pred(x103,brown,n,0),[]:rel(x104,x102,subset_of,1),[7300005]:pred(x201,stare,v,0),[7300006]:pred(x201,attentively,r,0),[7300011]:pred(x104,white,a,0),[]:rel(x103,x102,subset_of,1)])	drs([[]:X102,[]:x201,[]:X102,[]:X102,[]:X103,[]:X103,[]:X102,[]:X104,[]:x201,[]:X104,[]:X102,[]:x201,[]:X104],[[7400010]:pred(X102,thing,n,12),[]:rel(x201,X102,patient,0),[]:rel(X102,X103,of,0),[7400007]:pred(X103,bedroom,n,0),[7400008]:pred(X102,slipper,n,0),[7400011]:pred(X104,mouth,n,0),[7400005]:pred(x201,drop,v,0),[]:rel(X104,X102,of,0),[7400009]:rel(x201,X104,from,0)])
[n--vn]	jacket-n-6	colored-v-6 jacket-n-7	1.0	1.0	0.507472	0.507472	jacket-nn : color-vb amod-#1# jacket-nn #1#	0	Phrasal	1	3238	a person in a blue jacket is jumping off of a tall cement wall	a person in a blue colored jacket is jumping off of a tall cement wall	drs([[]:x102],[[7500006]:pred(x102,jacket,n,0)])	drs([[]:xir,[]:xir,[]:x102,[]:x102],[[7600006]:pred(xir,color,v,0),[]:rel(xir,x102,patient,0),[7600007]:pred(x102,jacket,n,0)])
[nvn--n]	person-n-2 in-r-3 blue-a-5 colored-v-6 jacket-n-7	man-n-2	0.0	0.0	0.643684	0.643684	person-nn pmod-#1# in-in pobj-#2# blue-jj amod-#3# color-vb amod-#4# jacket-nn #4# #3# #2# #1# : man-nn	1	Phrasal	1	3239	a person in a blue colored jacket is jumping off of a tall cement wall	the man is performing a large jump	drs([[]:x101,[]:x102,[]:x201,[]:x201,[]:x102,[]:x102,[]:x101,[]:x102],[[7700003]:rel(x101,x102,in,0),[7700006]:pred(x201,color,v,0),[]:rel(x201,x102,patient,0),[7700007]:pred(x102,jacket,n,0),[7700002]:pred(x101,person,n,0),[7700005]:pred(x102,blue,a,0)])	drs([[]:x101],[[7800002]:pred(x101,man,n,0)])
[vnn--v]	jumping-v-9 off-r-10 tall-a-13 cement-n-14 wall-n-15	performing-v-4 large-a-6 jump-n-7	0.0	0.0	0.432236	0.438165	jump-vb : perform-vb dobj-#1# large-jj amod-#2# jump-nn #2# #1#	1	Phrasal	1	3239	a person in a blue colored jacket is jumping off of a tall cement wall	the man is performing a large jump	drs([[]:x103,[]:x104,[]:x202,[]:x104,[]:x202,[]:x103,[]:x202,[]:x103,[]:x103],[[]:rel(x103,x104,of,0),[7700010]:pred(x202,off,r,0),[7700014]:pred(x104,cement,n,0),[]:rel(x202,x103,of,0),[7700009]:pred(x202,jump,v,0),[7700015]:pred(x103,wall,n,0),[7700013]:pred(x103,tall,a,0)])	drs([[]:x202,[]:x202,[]:x202,[]:x202,[]:x202],[[7800004]:pred(x202,perform,v,0),[]:rel(x202,x202,patient,0),[7800006]:pred(x202,large,a,0),[7800007]:pred(x202,jump,n,0)])
[vnn--v]	jumping-v-8 off-r-9 tall-a-12 cement-n-13 wall-n-14	performing-v-5 large-a-7 jump-n-8	0.0	0.0	0.432236	0.438165	jump-vb : perform-vb dobj-#1# large-jj amod-#2# jump-nn #2# #1#	1	Phrasal	1	3240	a person in a blue jacket is jumping off of a tall cement wall	the man is not performing a large jump	drs([[]:x103,[]:x104,[]:x103,[]:x201,[]:x201,[]:x103,[]:x201,[]:x104,[]:x103],[[]:rel(x103,x104,of,0),[7900014]:pred(x103,wall,n,0),[7900008]:pred(x201,jump,v,0),[]:rel(x201,x103,of,0),[7900009]:pred(x201,off,r,0),[7900013]:pred(x104,cement,n,0),[7900012]:pred(x103,tall,a,0)])	drs([[]:x201,[]:x201,[]:x201,[]:x201,[]:x201],[[8000005]:pred(x201,perform,v,0),[8000008]:pred(x201,jump,n,0),[8000007]:pred(x201,large,a,0),[]:rel(x201,x201,patient,0)])
[nn--n]	person-n-2 in-r-3 blue-a-5 jacket-n-6	man-n-2	0.0	0.0	0.705734	0.705734	person-nn pmod-#1# in-in pobj-#2# blue-jj amod-#3# jacket-nn #3# #2# #1# : man-nn	1	Phrasal	1	3240	a person in a blue jacket is jumping off of a tall cement wall	the man is not performing a large jump	drs([[]:x102,[]:x101,[]:x102,[]:x102,[]:x101],[[7900005]:pred(x102,blue,a,0),[7900003]:rel(x101,x102,in,0),[7900006]:pred(x102,jacket,n,0),[7900002]:pred(x101,person,n,0)])	drs([[]:x101],[[8000002]:pred(x101,man,n,0)])
